filename,estado_terreno,caso_especial,descripcion
captura_1.jpg,PIEZA_OK,,
captura_2.jpg,PIEZA_OK,,
captura_3.jpg,PIEZA_OK,,
captura_4.jpg,PIEZA_OK,,
captura_5.jpg,PIEZA_OK,,
captura_6.jpg,PIEZA_OK,,
captura_7.jpg,PIEZA_OK,,
captura_8.jpg,PIEZA_OK,,
captura_11.jpg,PIEZA_OK,,
captura_12.jpg,PIEZA_OK,,
captura_13.jpg,PIEZA_OK,,
captura_14.jpg,PIEZA_OK,,
captura_15.jpg,PIEZA_OK,,
captura_16.jpg,PIEZA_OK,,
captura_17.jpg,PIEZA_OK,,
captura_18.jpg,PIEZA_OK,,
captura_19.jpg,PIEZA_OK,,
captura_20.jpg,PIEZA_NOK,,
captura_21.jpg,PIEZA_NOK,,
captura_22.jpg,PIEZA_NOK,,
captura_23.jpg,PIEZA_NOK,,
captura_24.jpg,PIEZA_NOK,,
captura_25.jpg,PIEZA_NOK,,
captura_26.jpg,PIEZA_NOK,,
captura_27.jpg,PIEZA_NOK,,
captura_28.jpg,PIEZA_NOK,,
captura_29.jpg,PIEZA_NOK,,
captura_30.jpg,PIEZA_NOK,,
captura_31.jpg,PIEZA_NOK,,
captura_32.jpg,PIEZA_NOK,,
captura_33.jpg,PIEZA_NOK,,
captura_34.jpg,PIEZA_NOK,,
captura_35.jpg,ESTACION_VACIA,,
captura_36.jpg,ESTACION_VACIA,,
captura_37.jpg,ESTACION_VACIA,,
captura_38.jpg,ESTACION_VACIA,,
