filename,estado_terreno,caso_especial,descripcion
captura_1.jpg,SIN_TAPON,,
captura_2.jpg,SIN_TAPON,,
captura_3.jpg,SIN_TAPON,,
captura_4.jpg,SIN_TAPON,,
captura_5.jpg,SIN_TAPON,,
captura_6.jpg,SIN_TAPON,,
captura_7.jpg,TAPON_METALICO_BAJO,,
captura_8.jpg,TAPON_METALICO_BAJO,,
captura_9.jpg,TAPON_METALICO_BAJO,,
captura_10.jpg,TAPON_METALICO_BAJO,,
captura_11.jpg,TAPON_METALICO_BAJO,,
captura_12.jpg,TAPON_METALICO_BAJO,,
captura_13.jpg,TAPON_METALICO_BAJO,,
captura_14.jpg,TAPON_METALICO_BAJO,,
captura_15.jpg,TAPON_METALICO_BAJO,,
captura_16.jpg,TAPON_METALICO_BAJO,,
captura_17.jpg,TAPON_METALICO_BAJO,,
captura_18.jpg,TAPON_METALICO_BAJO,,
captura_19.jpg,TAPON_METALICO_BAJO,,
captura_20.jpg,TAPON_METALICO_BAJO,,
captura_21.jpg,TAPON_METALICO_BAJO,,
captura_22.jpg,TAPON_METALICO_BAJO,,
captura_23.jpg,TAPON_METALICO_BAJO,,
captura_24.jpg,TAPON_METALICO_BAJO,,
captura_25.jpg,TAPON_METALICO_BAJO,,
captura_26.jpg,TAPON_METALICO_BAJO,,
captura_27.jpg,TAPON_METALICO_ALTO,,
captura_28.jpg,TAPON_METALICO_ALTO,,
captura_29.jpg,TAPON_METALICO_ALTO,,
captura_30.jpg,TAPON_METALICO_ALTO,,
captura_31.jpg,TAPON_METALICO_ALTO,,
captura_32.jpg,TAPON_METALICO_ALTO,,
captura_33.jpg,TAPON_METALICO_ALTO,,
captura_34.jpg,TAPON_METALICO_ALTO,,
captura_36.jpg,TAPON_METALICO_ALTO,,
captura_37.jpg,TAPON_METALICO_ALTO,,
captura_38.jpg,TAPON_METALICO_ALTO,,
captura_39.jpg,TAPON_METALICO_ALTO,,
captura_40.jpg,TAPON_METALICO_ALTO,,
captura_46.jpg,TAPON_METALICO_ALTO,,
captura_47.jpg,TAPON_METALICO_ALTO,,
captura_48.jpg,TAPON_METALICO_ALTO,,
captura_49.jpg,TAPON_NEGRO_BAJO,,
captura_50.jpg,TAPON_NEGRO_BAJO,,
captura_51.jpg,TAPON_NEGRO_BAJO,,
captura_52.jpg,TAPON_NEGRO_BAJO,,
captura_53.jpg,TAPON_NEGRO_BAJO,,
captura_54.jpg,TAPON_NEGRO_BAJO,,
captura_56.jpg,TAPON_NEGRO_BAJO,,
captura_57.jpg,TAPON_NEGRO_BAJO,,
captura_58.jpg,TAPON_NEGRO_BAJO,,
captura_59.jpg,TAPON_NEGRO_BAJO,,
captura_60.jpg,TAPON_NEGRO_BAJO,,
captura_61.jpg,TAPON_NEGRO_BAJO,,
captura_62.jpg,TAPON_NEGRO_BAJO,,
captura_63.jpg,TAPON_NEGRO_BAJO,,
captura_64.jpg,TAPON_NEGRO_BAJO,,
captura_65.jpg,TAPON_NEGRO_BAJO,,
captura_66.jpg,TAPON_NEGRO_BAJO,,
captura_67.jpg,TAPON_NEGRO_ALTO,,
captura_68.jpg,TAPON_NEGRO_ALTO,,
captura_69.jpg,TAPON_NEGRO_ALTO,,
captura_70.jpg,TAPON_NEGRO_ALTO,,
captura_71.jpg,TAPON_NEGRO_ALTO,,
captura_75.jpg,TAPON_NEGRO_ALTO,,
captura_76.jpg,TAPON_NEGRO_ALTO,,
captura_77.jpg,TAPON_NEGRO_ALTO,,
captura_78.jpg,TAPON_NEGRO_ALTO,,
captura_79.jpg,TAPON_NEGRO_ALTO,,
captura_80.jpg,TAPON_NEGRO_ALTO,,
captura_81.jpg,TAPON_NEGRO_ALTO,,
captura_82.jpg,TAPON_NEGRO_ALTO,,
captura_83.jpg,TAPON_NEGRO_ALTO,,
captura_84.jpg,TAPON_NEGRO_ALTO,,
captura_85.jpg,TAPON_NEGRO_ALTO,,
captura_86.jpg,TAPON_NEGRO_ALTO,,
captura_88.jpg,TAPON_NEGRO_ALTO,,
captura_89.jpg,TAPON_BLANCO_BAJO,,
captura_90.jpg,TAPON_BLANCO_BAJO,,
captura_91.jpg,TAPON_BLANCO_BAJO,,
captura_92.jpg,TAPON_BLANCO_BAJO,,
captura_93.jpg,TAPON_BLANCO_BAJO,,
captura_94.jpg,TAPON_BLANCO_BAJO,,
captura_95.jpg,TAPON_BLANCO_BAJO,,
captura_98.jpg,TAPON_BLANCO_BAJO,,
captura_99.jpg,TAPON_BLANCO_BAJO,,
captura_100.jpg,TAPON_BLANCO_BAJO,,
captura_101.jpg,TAPON_BLANCO_BAJO,,
captura_102.jpg,TAPON_BLANCO_BAJO,,
captura_103.jpg,TAPON_BLANCO_BAJO,,
captura_104.jpg,TAPON_BLANCO_BAJO,,
captura_105.jpg,TAPON_BLANCO_ALTO,,
captura_106.jpg,TAPON_BLANCO_ALTO,,
captura_107.jpg,TAPON_BLANCO_ALTO,,
captura_108.jpg,TAPON_BLANCO_ALTO,,
captura_109.jpg,TAPON_BLANCO_ALTO,,
captura_110.jpg,TAPON_BLANCO_ALTO,,
captura_112.jpg,TAPON_BLANCO_ALTO,,
captura_113.jpg,TAPON_BLANCO_ALTO,,
captura_114.jpg,TAPON_BLANCO_ALTO,,
captura_115.jpg,TAPON_BLANCO_ALTO,,
captura_116.jpg,TAPON_BLANCO_ALTO,,
captura_118.jpg,TAPON_BLANCO_ALTO,,
captura_119.jpg,TAPON_BLANCO_ALTO,,
captura_120.jpg,TAPON_BLANCO_ALTO,,
