filename,estado_terreno,caso_especial,descripcion
captura_1.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_2.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_3.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_4.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_5.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_6.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_7.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_8.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_9.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_10.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_11.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_12.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_14.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_15.jpg,ERROR,,Sin pieza (bloque de FMS-201 sin rodamiento insertado)
captura_35.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_36.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_37.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_38.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_39.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_40.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_41.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_42.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_43.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_46.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_47.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_48.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_49.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_50.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_51.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_53.jpg,RODAMIENTO_NEGRO_BAJO,,
captura_54.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_55.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_56.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_57.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_58.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_60.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_61.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_62.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_63.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_64.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_65.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_66.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_67.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_68.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_69.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_70.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_71.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_72.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_73.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_74.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_75.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_76.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_77.jpg,RODAMIENTO_NEGRO_ALTO,,
captura_78.jpg,RODAMIENTO_BOLAS,,
captura_79.jpg,RODAMIENTO_BOLAS,,
captura_80.jpg,RODAMIENTO_BOLAS,,
captura_81.jpg,RODAMIENTO_BOLAS,,
captura_82.jpg,RODAMIENTO_BOLAS,,
captura_83.jpg,RODAMIENTO_BOLAS,,
captura_84.jpg,RODAMIENTO_BOLAS,,
captura_85.jpg,RODAMIENTO_BOLAS,,
captura_86.jpg,RODAMIENTO_BOLAS,,
captura_87.jpg,RODAMIENTO_BOLAS,,
captura_88.jpg,RODAMIENTO_BOLAS,,
captura_89.jpg,RODAMIENTO_BOLAS,,
captura_90.jpg,RODAMIENTO_BOLAS,,
captura_91.jpg,RODAMIENTO_BOLAS,,
captura_92.jpg,RODAMIENTO_BOLAS,,
captura_93.jpg,RODAMIENTO_BOLAS,,
captura_94.jpg,RODAMIENTO_BOLAS,,
captura_96.jpg,RODAMIENTO_BOLAS,,
captura_97.jpg,RODAMIENTO_BOLAS,,
